gene,mean_rpkm,median_rpkm,n_mutated_samples,mut_freq,n_altered,cna_dir,rna_dir,concordance,concordant,expressed,frac_outlier,transcriptomic,cna_burden,genomic,score
CAPZA1,38.33432463054186,35.2526,0,0.0,12.0,-0.3333333333333333,0.5803464611872147,discordant,False,True,0.07389162561576355,0.07389162561576355,0.02531645569620253,0.4315432280908823,0.6376175398196123
PPM1J,2.8008871921182275,2.2426,0,0.0,12.0,-0.3333333333333333,0.060269406392694055,buffered,False,True,0.07389162561576355,0.07389162561576355,0.02531645569620253,0.4315432280908823,0.6376175398196123
HIPK1,44.010519211822654,34.6705,0,0.0,12.0,-0.3333333333333333,0.22124577625570785,discordant,False,True,0.07389162561576355,0.07389162561576355,0.02531645569620253,0.4315432280908823,0.6376175398196123
FBRSL1,30.281041871921197,27.133,0,0.0,13.0,-0.3076923076923077,-0.6193671618037135,concordant_down,True,True,0.07389162561576355,0.07389162561576355,0.02531645569620253,0.4315432280908823,0.6376175398196123
B9D2,10.026966502463058,7.5026,0,0.0,21.0,-0.19047619047619047,0.04995165102537367,buffered,False,True,0.07389162561576355,0.07389162561576355,0.02531645569620253,0.4315432280908823,0.6376175398196123
CFL1,168.55313940886708,143.2423,0,0.0,19.0,0.21052631578947367,0.19128421052631595,concordant_up,True,True,0.07389162561576355,0.07389162561576355,0.02531645569620253,0.4315432280908823,0.6376175398196123
SCARNA10,14.418861576354683,1.4763,0,0.0,28.0,-0.14285714285714285,-0.017296923076923123,buffered,False,True,0.07389162561576355,0.07389162561576355,0.02531645569620253,0.4315432280908823,0.6376175398196123
PBX3,5.87160147783251,4.4268,0,0.0,26.0,-0.15384615384615385,-0.07682534965034965,buffered,False,True,0.07389162561576355,0.07389162561576355,0.02531645569620253,0.4315432280908823,0.6376175398196123
MTMR2,3.317636945812809,3.2342,1,0.006666666666666667,17.0,0.17647058823529413,0.0011785982478097784,buffered,False,True,0.03940886699507389,0.03940886699507389,0.0189873417721519,0.6589912742907726,0.6369218959892535
MYO18B,9.153687192118227,6.8745,1,0.006666666666666667,21.0,0.14285714285714285,0.20697765033020507,concordant_up,True,True,0.03940886699507389,0.03940886699507389,0.0189873417721519,0.6589912742907726,0.6369218959892535
PRR5,3.4600660098522154,2.1196,1,0.006666666666666667,21.0,0.14285714285714285,-0.17453736531108793,discordant,False,True,0.03940886699507389,0.03940886699507389,0.0189873417721519,0.6589912742907726,0.6369218959892535
LMBR1,2.3452093596059105,2.1346,1,0.006666666666666667,25.0,-0.12,-0.1448055037593986,concordant_down,True,True,0.03940886699507389,0.03940886699507389,0.0189873417721519,0.6589912742907726,0.6369218959892535
DDX20,8.41644039408867,8.0739,1,0.006666666666666667,11.0,-0.2727272727272727,0.21153636363636352,discordant,False,True,0.03940886699507389,0.03940886699507389,0.0189873417721519,0.6589912742907726,0.6369218959892535
APIP,2.947090640394088,2.6661,1,0.006666666666666667,13.0,0.23076923076923078,-0.08146153846153853,buffered,False,True,0.03940886699507389,0.03940886699507389,0.0189873417721519,0.6589912742907726,0.6369218959892535
TTLL12,6.686595566502464,4.3004,1,0.006666666666666667,21.0,0.14285714285714285,-0.01772050747306222,buffered,False,True,0.03940886699507389,0.03940886699507389,0.0189873417721519,0.6589912742907726,0.6369218959892535
HCK,8.22210098522168,5.5053,0,0.0,17.0,-0.4117647058823529,-0.10659482686691701,concordant_down,True,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
SNORA7A,14.899157635467985,13.4809,0,0.0,9.0,-0.7777777777777778,0.2369575689783744,discordant,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
TNFSF13B,2.6098369458128086,1.0357,0,0.0,13.0,-0.5384615384615384,-0.1147237665782493,concordant_down,True,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
UBE2E1,21.858380295566505,20.9576,0,0.0,9.0,-0.7777777777777778,-0.5768568978374347,concordant_down,True,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
MIR630,3.16068226600985,2.343,0,0.0,17.0,-0.4117647058823529,0.19583954943679607,discordant,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
WDR48,13.066331034482754,10.7158,0,0.0,9.0,-0.7777777777777778,0.44608687546607,discordant,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
MPRIP,19.93345270935961,19.5736,0,0.0,36.0,0.19444444444444445,-0.07904886156648451,buffered,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
HDAC3,8.622997536945809,8.3109,0,0.0,15.0,0.4666666666666667,-0.07215613053613062,buffered,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
PTPRCAP,114.17841133004933,97.9065,0,0.0,17.0,0.4117647058823529,0.5015837713808927,concordant_up,True,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
PPIB,85.31316551724137,74.6776,0,0.0,17.0,-0.4117647058823529,0.13543813099707971,discordant,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
H6PD,5.663138423645321,4.8885,0,0.0,22.0,-0.3181818181818182,0.2096901737967914,discordant,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
TRIM34,2.7460137931034474,2.1392,0,0.0,17.0,0.4117647058823529,0.18651389236545685,concordant_up,True,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
MAP4K2,16.80485467980296,15.6258,0,0.0,19.0,0.3684210526315789,0.3033488072699737,concordant_up,True,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
NICN1,2.410286206896553,2.1666,0,0.0,13.0,-0.5384615384615384,-0.3624936870026525,concordant_down,True,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
MTMR14,31.893260591133007,28.4303,0,0.0,9.0,-0.7777777777777778,-0.15262155108128272,concordant_down,True,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
SNORA57,22.095521182266015,16.4094,0,0.0,19.0,0.3684210526315789,0.17468875425975014,concordant_up,True,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
MYRIP,2.46794827586207,1.018,0,0.0,9.0,-0.7777777777777778,-0.3941804623415362,concordant_down,True,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
RFTN1,19.04220935960591,16.6003,0,0.0,9.0,-0.7777777777777778,-0.1681117822520507,concordant_down,True,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
EIF6,43.15522315270937,34.094,0,0.0,19.0,-0.3684210526315789,-0.00580598258235513,buffered,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
BCAT1,5.965052216748771,4.2578,0,0.0,12.0,-0.5833333333333334,-0.0745444063926941,buffered,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
DNMT3B,4.11503645320197,3.2659,0,0.0,17.0,-0.4117647058823529,-0.45457363370880266,concordant_down,True,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
ANKRD28,14.677188669950743,10.8147,0,0.0,9.0,-0.7777777777777778,-0.20044645786726328,concordant_down,True,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
HSPBAP1,2.8499891625615765,2.5008,0,0.0,7.0,-1.0,0.18206944181646165,discordant,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
PRRC1,5.09078669950739,4.6279,0,0.0,15.0,0.4666666666666667,0.010140699300699312,buffered,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
NDUFV1,15.016783743842373,14.5843,0,0.0,17.0,0.4117647058823529,0.6309992907801418,concordant_up,True,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
ABI2,5.206242364532019,4.4868,0,0.0,9.0,-0.7777777777777778,0.14380268456375842,discordant,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
COLQ,3.003299507389161,2.0024,0,0.0,9.0,-0.7777777777777778,-0.13057576435495902,concordant_down,True,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
DIRC2,1.8658334975369464,1.4398,0,0.0,7.0,-1.0,0.3275358561967833,discordant,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
MFSD12,9.896170935960592,8.5598,0,0.0,26.0,-0.2692307692307692,0.13252465034965033,discordant,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
CCDC24,2.13427684729064,1.6051,0,0.0,17.0,-0.4117647058823529,0.020487526074259486,buffered,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
SZT2,5.7304064039408855,5.2399,0,0.0,17.0,-0.4117647058823529,0.3020962453066332,discordant,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
PPP1CA,54.184121182266054,47.038,0,0.0,17.0,0.4117647058823529,0.05162636629119724,buffered,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
BSCL2,6.804955665024629,6.2753,0,0.0,19.0,0.3684210526315789,0.614627035213934,concordant_up,True,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
WDR55,5.690383743842366,5.3444,0,0.0,15.0,0.4666666666666667,-0.17680000000000004,discordant,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
SUCLG2,3.7547275862068994,2.9672,0,0.0,9.0,-0.7777777777777778,-0.15419932885906038,concordant_down,True,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
GBP4,27.64249310344826,23.5541,0,0.0,13.0,-0.5384615384615384,-0.1711916180371353,concordant_down,True,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
GRPEL2,2.5274236453201984,1.9625,0,0.0,15.0,0.4666666666666667,0.22470526806526808,concordant_up,True,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
CKAP2L,3.078168965517241,2.4187,0,0.0,11.0,-0.6363636363636364,0.10390544217687075,discordant,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
TMX2,21.47921133004927,20.8575,0,0.0,19.0,0.3684210526315789,0.26146914047709197,concordant_up,True,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
DDX18,8.203291625615762,7.6211,0,0.0,11.0,-0.6363636363636364,0.16206635745207174,discordant,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
TRIM6-TRIM34,3.04085221674877,2.3843,0,0.0,17.0,0.4117647058823529,0.19615081351689626,concordant_up,True,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
SH3RF3,3.4499571428571447,2.7043,0,0.0,11.0,-0.6363636363636364,0.029372727272727273,buffered,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
VAMP3,26.62233349753696,24.5327,0,0.0,22.0,-0.3181818181818182,-0.2130090909090909,concordant_down,True,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
KIAA1958,2.3136295566502465,1.9702,0,0.0,22.0,-0.3181818181818182,0.18050147058823537,discordant,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
SSSCA1,28.04996551724139,24.4474,0,0.0,19.0,0.3684210526315789,0.2669,concordant_up,True,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
SLC25A45,1.7643334975369451,1.5334,0,0.0,19.0,0.3684210526315789,0.35412487694055267,concordant_up,True,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
SCAND1,59.12079605911329,50.9192,0,0.0,19.0,-0.3684210526315789,0.16933468383188177,discordant,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
ZDHHC20,12.703839408867,11.8339,0,0.0,15.0,-0.4666666666666667,-0.1607572027972028,concordant_down,True,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
ATPAF1,5.99351379310345,5.2584,0,0.0,17.0,-0.4117647058823529,-0.15782332081768877,concordant_down,True,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
STX17,2.8624192118226595,2.4649,0,0.0,20.0,-0.35,0.12682289855072468,discordant,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
SNORD46,3.289704926108374,2.8084,0,0.0,17.0,-0.4117647058823529,0.2960971631205674,discordant,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
IL12A,2.9667507389162564,2.3427,0,0.0,10.0,-0.7,0.057362027027027016,buffered,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
INTS5,3.4966605911330055,2.8434,0,0.0,19.0,0.3684210526315789,-0.1321954562665657,discordant,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
PCF11,18.019843842364544,14.8076,0,0.0,17.0,0.4117647058823529,-0.031205173133083026,buffered,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
ZBTB17,13.442512315270935,12.6255,0,0.0,20.0,-0.35,0.24789782608695646,discordant,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
PCDHGB7,8.589010837438428,4.9822,0,0.0,15.0,0.4666666666666667,-0.18384946386946385,discordant,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
CMC1,1.46279408866995,1.2869,0,0.0,9.0,-0.7777777777777778,-0.10202087994034305,concordant_down,True,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
TSSC4,26.223699999999994,23.0649,0,0.0,23.0,0.30434782608695654,0.003986312399355928,buffered,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
PCDHGA9,8.288665517241379,4.7258,0,0.0,15.0,0.4666666666666667,-0.1759006993006993,discordant,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
PCDHGA8,8.274099999999994,4.7479,0,0.0,15.0,0.4666666666666667,-0.17787790209790214,discordant,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
PCDHGA7,8.359405418719211,4.8734,0,0.0,15.0,0.4666666666666667,-0.17102209790209788,discordant,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
ILK,9.628155665024632,8.2103,0,0.0,17.0,0.4117647058823529,0.07958377138089275,buffered,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
DDI2,6.115157635467976,5.1134,0,0.0,20.0,-0.35,-0.30629347826086945,concordant_down,True,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
RYBP,26.422967980295567,18.5144,0,0.0,11.0,-0.6363636363636364,1.1060097711811998,discordant,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
PCDHGA11,6.768412315270939,3.9577,0,0.0,15.0,0.4666666666666667,-0.19426666666666662,discordant,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
IQCJ-SCHIP1,7.213937438423647,4.8521,0,0.0,10.0,-0.7,-0.022842027027027003,buffered,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
ACY3,9.76275123152709,4.2251,0,0.0,17.0,0.4117647058823529,0.13743032957864,concordant_up,True,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
LIG4,12.206990147783243,7.2264,0,0.0,13.0,-0.5384615384615384,-0.3736342175066312,concordant_down,True,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
CAPN1,18.193058620689662,16.9896,0,0.0,19.0,0.3684210526315789,0.13969163195759193,concordant_up,True,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
ATP11A,10.908575862068963,9.6694,0,0.0,13.0,-0.5384615384615384,0.09288530503978779,buffered,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
SCYL1,14.846049753694585,13.8883,0,0.0,19.0,0.3684210526315789,-0.2140602801968951,discordant,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
SKA3,4.701960098522166,3.675,0,0.0,15.0,-0.4666666666666667,-0.3257379020979021,concordant_down,True,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
SLC20A1,11.290790640394091,10.5436,0,0.0,11.0,-0.6363636363636364,-0.07589567099567095,buffered,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
AGTRAP,7.016603940886697,5.453,0,0.0,22.0,-0.3181818181818182,0.34703402406417116,discordant,False,True,0.054187192118226604,0.054187192118226604,0.04430379746835443,0.5054377608228302,0.6364421416234888
AKT1,9.835625123152711,9.1473,0,0.0,36.0,0.6666666666666666,-0.2426611111111111,discordant,False,True,0.034482758620689655,0.034482758620689655,0.1518987341772152,0.7113560679509336,0.6350268662444828
SEPHS1,12.428744334975368,11.4483,0,0.0,24.0,1.0,0.38164284825870654,concordant_up,True,True,0.034482758620689655,0.034482758620689655,0.1518987341772152,0.7113560679509336,0.6350268662444828
IDI1,57.937641871921194,48.8107,0,0.0,24.0,1.0,-0.09923781094527366,buffered,False,True,0.034482758620689655,0.034482758620689655,0.1518987341772152,0.7113560679509336,0.6350268662444828
MRPS18A,6.8276098522167485,5.607,0,0.0,27.0,0.8888888888888888,0.34603180661577604,concordant_up,True,True,0.034482758620689655,0.034482758620689655,0.1518987341772152,0.7113560679509336,0.6350268662444828
TOMM6,74.74790615763546,64.03059999999999,0,0.0,27.0,0.8888888888888888,0.31318148148148145,concordant_up,True,True,0.034482758620689655,0.034482758620689655,0.1518987341772152,0.7113560679509336,0.6350268662444828
MRPS10,10.729421182266012,9.688,0,0.0,27.0,0.8888888888888888,-0.015945320893412503,buffered,False,True,0.034482758620689655,0.034482758620689655,0.1518987341772152,0.7113560679509336,0.6350268662444828
BRF1,2.2066650246305404,1.8679,0,0.0,36.0,0.6666666666666666,-0.1369924863387978,discordant,False,True,0.034482758620689655,0.034482758620689655,0.1518987341772152,0.7113560679509336,0.6350268662444828
TJAP1,9.693888669950741,8.9024,0,0.0,27.0,0.8888888888888888,0.4600452078032231,concordant_up,True,True,0.034482758620689655,0.034482758620689655,0.1518987341772152,0.7113560679509336,0.6350268662444828
IL15RA,3.712925123152711,3.1112,0,0.0,24.0,1.0,0.16441592039800998,concordant_up,True,True,0.034482758620689655,0.034482758620689655,0.1518987341772152,0.7113560679509336,0.6350268662444828
UBR2,10.949124630541872,10.1806,0,0.0,27.0,0.8888888888888888,-0.19235108849307325,discordant,False,True,0.034482758620689655,0.034482758620689655,0.1518987341772152,0.7113560679509336,0.6350268662444828
PTK7,3.249464532019705,2.9741,0,0.0,27.0,0.8888888888888888,0.0787652530392988,buffered,False,True,0.034482758620689655,0.034482758620689655,0.1518987341772152,0.7113560679509336,0.6350268662444828
FAM207A,2.822066995073891,1.6259,2,0.013333333333333334,45.0,0.9333333333333333,-0.2644382104228121,discordant,False,True,0.029556650246305417,0.029556650246305417,0.26582278481012656,0.9939826328879147,0.6346430627518711
SHPRH,1.6940566502463066,1.5217,1,0.006666666666666667,31.0,0.7419354838709677,0.1630411480822962,concordant_up,True,True,0.029556650246305417,0.029556650246305417,0.14556962025316456,0.9558972305357669,0.6331558242180004
DGKE,3.4506679802955675,3.0642,1,0.006666666666666667,29.0,0.7586206896551724,-0.15441689387864205,discordant,False,True,0.029556650246305417,0.029556650246305417,0.13924050632911392,0.94683429583105,0.6326041066973709
AKAP1,4.018121674876847,3.3676,1,0.006666666666666667,29.0,0.7586206896551724,-0.13666896551724134,discordant,False,True,0.029556650246305417,0.029556650246305417,0.13924050632911392,0.94683429583105,0.6326041066973709
POLRMT,6.297674384236453,5.8379,1,0.006666666666666667,36.0,-0.6111111111111112,-0.2730642076502732,concordant_down,True,True,0.029556650246305417,0.029556650246305417,0.13924050632911392,0.94683429583105,0.6326041066973709
KDELR2,18.725059113300482,17.248,0,0.0,29.0,-0.6206896551724138,-0.1668973269179364,concordant_down,True,True,0.03940886699507389,0.03940886699507389,0.11392405063291139,0.6587699700712389,0.6322442909230473
ZDHHC6,12.917856157635468,12.1969,0,0.0,22.0,0.8181818181818182,0.13422947860962556,concordant_up,True,True,0.03940886699507389,0.03940886699507389,0.11392405063291139,0.6587699700712389,0.6322442909230473
EIF3A,43.035382266009854,42.8564,0,0.0,22.0,0.8181818181818182,0.2538818181818181,concordant_up,True,True,0.03940886699507389,0.03940886699507389,0.11392405063291139,0.6587699700712389,0.6322442909230473
NDC80,5.3893655172413775,4.6591,0,0.0,20.0,0.9,-0.0004393478260869698,buffered,False,True,0.03940886699507389,0.03940886699507389,0.11392405063291139,0.6587699700712389,0.6322442909230473
LYST,5.100664532019706,3.2709,0,0.0,31.0,0.5806451612903226,-0.019100076200152413,buffered,False,True,0.03940886699507389,0.03940886699507389,0.11392405063291139,0.6587699700712389,0.6322442909230473
PDZD8,10.604608374384243,8.7131,0,0.0,22.0,0.8181818181818182,0.1900863636363636,concordant_up,True,True,0.03940886699507389,0.03940886699507389,0.11392405063291139,0.6587699700712389,0.6322442909230473
PRDX3,18.949735467980297,14.517,0,0.0,22.0,0.8181818181818182,-0.17665454545454548,discordant,False,True,0.03940886699507389,0.03940886699507389,0.11392405063291139,0.6587699700712389,0.6322442909230473
GPR137B,1.7335413793103451,1.2161,0,0.0,31.0,0.5806451612903226,0.1029444500889002,concordant_up,True,True,0.03940886699507389,0.03940886699507389,0.11392405063291139,0.6587699700712389,0.6322442909230473
PQLC1,8.84076354679803,8.0798,0,0.0,20.0,0.9,0.39185072463768117,concordant_up,True,True,0.03940886699507389,0.03940886699507389,0.11392405063291139,0.6587699700712389,0.6322442909230473
TSTA3,8.776828078817733,7.154,0,0.0,24.0,0.75,0.01065640547263694,buffered,False,True,0.03940886699507389,0.03940886699507389,0.11392405063291139,0.6587699700712389,0.6322442909230473
CD1C,7.910544334975371,2.2046,0,0.0,28.0,0.6428571428571429,0.16194285714285708,concordant_up,True,True,0.03940886699507389,0.03940886699507389,0.11392405063291139,0.6587699700712389,0.6322442909230473
TIAL1,34.036516748768456,32.7837,0,0.0,22.0,0.8181818181818182,0.16293943850267367,concordant_up,True,True,0.03940886699507389,0.03940886699507389,0.11392405063291139,0.6587699700712389,0.6322442909230473
SPAG5,9.091854679802955,7.7565,0,0.0,29.0,0.6206896551724138,-0.08930155038759692,buffered,False,True,0.03940886699507389,0.03940886699507389,0.11392405063291139,0.6587699700712389,0.6322442909230473
ZNF407,1.1713714285714285,1.148,0,0.0,21.0,0.8571428571428571,0.24592930135557883,concordant_up,True,True,0.03940886699507389,0.03940886699507389,0.11392405063291139,0.6587699700712389,0.6322442909230473
MIR1204,5.327381773399017,4.6202,0,0.0,21.0,0.8571428571428571,0.16557215849843587,concordant_up,True,True,0.03940886699507389,0.03940886699507389,0.11392405063291139,0.6587699700712389,0.6322442909230473
UTP6,5.0158334975369465,4.4992,0,0.0,29.0,0.6206896551724138,-0.11424025661587822,discordant,False,True,0.03940886699507389,0.03940886699507389,0.11392405063291139,0.6587699700712389,0.6322442909230473
ZNF511,7.347658128078819,6.3502,0,0.0,28.0,0.6428571428571429,0.23909873626373626,concordant_up,True,True,0.03940886699507389,0.03940886699507389,0.11392405063291139,0.6587699700712389,0.6322442909230473
SGMS1,3.2304083743842384,2.7216,0,0.0,23.0,0.782608695652174,-0.01588843800322059,buffered,False,True,0.03940886699507389,0.03940886699507389,0.11392405063291139,0.6587699700712389,0.6322442909230473
RNASEH2B,34.87887192118226,30.9046,0,0.0,20.0,-0.9,-0.47961782608695647,concordant_down,True,True,0.03940886699507389,0.03940886699507389,0.11392405063291139,0.6587699700712389,0.6322442909230473
CEP85L,2.0891251231527095,1.3079,0,0.0,31.0,0.5806451612903226,-0.3054202184404369,discordant,False,True,0.03940886699507389,0.03940886699507389,0.11392405063291139,0.6587699700712389,0.6322442909230473
MGA,4.190961576354682,3.6275,0,0.0,20.0,-0.9,0.18590855072463758,discordant,False,True,0.03940886699507389,0.03940886699507389,0.11392405063291139,0.6587699700712389,0.6322442909230473
UBAP2L,32.66091921182265,31.5935,0,0.0,29.0,0.6206896551724138,0.04443258487035547,buffered,False,True,0.03940886699507389,0.03940886699507389,0.11392405063291139,0.6587699700712389,0.6322442909230473
HEATR1,5.290884236453202,4.9507,0,0.0,31.0,0.5806451612903226,-0.052523368046736095,buffered,False,True,0.03940886699507389,0.03940886699507389,0.11392405063291139,0.6587699700712389,0.6322442909230473
ZNF12,6.757246798029555,5.8424,0,0.0,29.0,-0.6206896551724138,-0.0784022453889335,buffered,False,True,0.03940886699507389,0.03940886699507389,0.11392405063291139,0.6587699700712389,0.6322442909230473
PPP2R2D,6.1818960591133,5.303,1,0.006666666666666667,24.0,0.875,-0.040743159203980125,buffered,False,True,0.029556650246305417,0.029556650246305417,0.13291139240506328,0.9360746954432407,0.6319564383035885
LARP7,12.151452216748767,12.2022,0,0.0,20.0,0.55,0.011862826086956513,buffered,False,True,0.04433497536945813,0.04433497536945813,0.06962025316455696,0.5987332968005733,0.6316685856841298
TBCK,2.1838522167487677,1.6488,0,0.0,20.0,0.55,-0.08932927536231884,buffered,False,True,0.04433497536945813,0.04433497536945813,0.06962025316455696,0.5987332968005733,0.6316685856841298
AP1AR,5.354832512315269,4.5006,0,0.0,20.0,0.55,-0.06856282608695655,buffered,False,True,0.04433497536945813,0.04433497536945813,0.06962025316455696,0.5987332968005733,0.6316685856841298
FBXO22,1.9215985221674863,1.5608,0,0.0,18.0,-0.6111111111111112,-0.1721749206349206,concordant_down,True,True,0.04433497536945813,0.04433497536945813,0.06962025316455696,0.5987332968005733,0.6316685856841298
CDC45,7.679075369458128,5.8278,0,0.0,24.0,0.4583333333333333,0.2156757462686567,concordant_up,True,True,0.04433497536945813,0.04433497536945813,0.06962025316455696,0.5987332968005733,0.6316685856841298
ZNF330,8.769105418719208,8.1268,0,0.0,20.0,0.55,0.2493406521739131,concordant_up,True,True,0.04433497536945813,0.04433497536945813,0.06962025316455696,0.5987332968005733,0.6316685856841298
